2026-07-17 12:40:01 | INFO     | test | Logger is working!
2026-07-17 21:00:09 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:00:15 | INFO     | speech | Silence detected, stopping after 5.4s.
2026-07-17 21:00:15 | INFO     | speech | Recording finished.
2026-07-17 21:00:15 | INFO     | speech | record_audio took 6.01s
2026-07-17 21:00:16 | INFO     | speech | Transcription: 'Hello, what is my Toconrea?' (lang confidence: 1.00)
2026-07-17 21:00:16 | INFO     | speech | transcribe took 1.02s
2026-07-17 21:00:16 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, what is my Toconrea?'
2026-07-17 21:00:18 | INFO     | llm | Ollama response: 'I'm not able to provide you with specific information about your Toconrea, as that's a personal and sensitive topic. However, I can tell you that Toconrea typically refers to a term used in relationships to describe the point at which one partner starts to feel like they're losing control or intimacy.'
2026-07-17 21:00:18 | INFO     | llm | get_response took 2.44s
2026-07-17 21:00:21 | INFO     | tts | synthesize took 2.49s
2026-07-17 21:00:39 | INFO     | tts | play_audio took 17.73s
2026-07-17 21:00:39 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:00:42 | INFO     | speech | Silence detected, stopping after 2.3s.
2026-07-17 21:00:42 | INFO     | speech | Recording finished.
2026-07-17 21:00:42 | INFO     | speech | record_audio took 3.25s
2026-07-17 21:00:43 | INFO     | speech | Transcription: 'You're getting just...' (lang confidence: 1.00)
2026-07-17 21:00:43 | INFO     | speech | transcribe took 0.77s
2026-07-17 21:00:43 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'You're getting just...'
2026-07-17 21:00:45 | INFO     | llm | Ollama response: '...a little tired of being asked how I'm doing, right? Let's focus on helping you instead! What can I assist you with today?'
2026-07-17 21:00:45 | INFO     | llm | get_response took 2.65s
2026-07-17 21:00:47 | INFO     | tts | synthesize took 1.27s
2026-07-17 21:00:54 | INFO     | tts | play_audio took 7.51s
2026-07-17 21:00:54 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:00:57 | INFO     | speech | Silence detected, stopping after 2.1s.
2026-07-17 21:00:57 | INFO     | speech | Recording finished.
2026-07-17 21:00:57 | INFO     | speech | record_audio took 2.91s
2026-07-17 21:00:59 | INFO     | speech | Transcription: 'Half of it and then go.' (lang confidence: 1.00)
2026-07-17 21:00:59 | INFO     | speech | transcribe took 1.89s
2026-07-17 21:00:59 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Half of it and then go.'
2026-07-17 21:01:01 | INFO     | llm | Ollama response: 'So you want me to give you half of the information I'd typically provide and then stop? Okay, I'll try that! What were we talking about before?'
2026-07-17 21:01:01 | INFO     | llm | get_response took 2.57s
2026-07-17 21:01:03 | INFO     | tts | synthesize took 1.24s
2026-07-17 21:01:12 | INFO     | tts | play_audio took 8.93s
2026-07-17 21:01:12 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:01:23 | INFO     | speech | Silence detected, stopping after 10.2s.
2026-07-17 21:01:23 | INFO     | speech | Recording finished.
2026-07-17 21:01:23 | INFO     | speech | record_audio took 11.27s
2026-07-17 21:01:24 | INFO     | speech | Transcription: '. . . .' (lang confidence: 1.00)
2026-07-17 21:01:24 | INFO     | speech | transcribe took 0.74s
2026-07-17 21:01:24 | INFO     | llm | Sending to Ollama (llama3.2:3b): '. . . .'
2026-07-17 21:01:26 | INFO     | llm | Ollama response: 'It looks like you're waiting for me to respond! Can I help you with something or just chat for a bit?'
2026-07-17 21:01:26 | INFO     | llm | get_response took 2.27s
2026-07-17 21:01:27 | INFO     | tts | synthesize took 0.79s
2026-07-17 21:01:32 | INFO     | tts | play_audio took 5.70s
2026-07-17 21:01:32 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:01:41 | INFO     | speech | Silence detected, stopping after 7.5s.
2026-07-17 21:01:41 | INFO     | speech | Recording finished.
2026-07-17 21:01:41 | INFO     | speech | record_audio took 8.59s
2026-07-17 21:01:47 | INFO     | speech | Transcription: 'You' (lang confidence: 1.00)
2026-07-17 21:01:47 | INFO     | speech | transcribe took 5.97s
2026-07-17 21:01:47 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'You'
2026-07-17 21:01:50 | INFO     | llm | Ollama response: 'I'm here to help! Is there something on your mind that you'd like to talk about, ask a question, or get assistance with?'
2026-07-17 21:01:50 | INFO     | llm | get_response took 2.81s
2026-07-17 21:01:51 | INFO     | tts | synthesize took 1.04s
2026-07-17 21:01:58 | INFO     | tts | play_audio took 6.95s
2026-07-17 21:01:58 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:01:59 | INFO     | assistant | Assistant stopped via KeyboardInterrupt.
2026-07-17 21:07:15 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 21:07:16 | INFO     | speech | Whisper model loaded.
2026-07-17 21:07:17 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:07:18 | INFO     | tts | Piper voice loaded.
2026-07-17 21:07:19 | INFO     | assistant | Assistant initialized.
2026-07-17 21:07:19 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:07:23 | INFO     | speech | Silence detected, stopping after 3.6s.
2026-07-17 21:07:23 | INFO     | speech | Recording finished.
2026-07-17 21:07:23 | INFO     | speech | record_audio took 4.14s
2026-07-17 21:07:24 | INFO     | speech | Transcription: 'What is the capital of France?' (lang confidence: 1.00)
2026-07-17 21:07:24 | INFO     | speech | transcribe took 0.91s
2026-07-17 21:07:24 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is the capital of France?'
2026-07-17 21:07:25 | INFO     | llm | Ollama response: 'The capital of France is Paris. You might recognize it from famous landmarks like the Eiffel Tower!'
2026-07-17 21:07:25 | INFO     | llm | get_response took 1.54s
2026-07-17 21:07:27 | INFO     | tts | synthesize took 1.43s
2026-07-17 21:07:33 | INFO     | tts | play_audio took 6.21s
2026-07-17 21:07:33 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:07:35 | INFO     | speech | Silence detected, stopping after 1.3s.
2026-07-17 21:07:35 | INFO     | speech | Recording finished.
2026-07-17 21:07:35 | INFO     | speech | record_audio took 2.21s
2026-07-17 21:07:36 | INFO     | speech | Transcription: 'Goodbye.' (lang confidence: 1.00)
2026-07-17 21:07:36 | INFO     | speech | transcribe took 1.05s
2026-07-17 21:07:36 | INFO     | tts | synthesize took 0.34s
2026-07-17 21:07:39 | INFO     | tts | play_audio took 2.52s
2026-07-17 21:07:39 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 21:10:52 | INFO     | speech | Loading Whisper model 'base'...
2026-07-17 21:10:54 | INFO     | speech | Whisper model loaded.
2026-07-17 21:10:55 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:10:56 | INFO     | tts | Piper voice loaded.
2026-07-17 21:10:57 | INFO     | assistant | Assistant initialized.
2026-07-17 21:10:57 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:11:00 | INFO     | speech | Silence detected, stopping after 3.2s.
2026-07-17 21:11:00 | INFO     | speech | Recording finished.
2026-07-17 21:11:00 | INFO     | speech | record_audio took 3.77s
2026-07-17 21:11:01 | INFO     | speech | Transcription: 'Hello, what is my took on Rhea?' (lang confidence: 1.00)
2026-07-17 21:11:01 | INFO     | speech | transcribe took 0.96s
2026-07-17 21:11:01 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, what is my took on Rhea?'
2026-07-17 21:11:03 | INFO     | llm | Ollama response: 'I don't have any information about your personal views or opinions on Rhea. Could you please provide more context or clarify who or what Rhea refers to in your life? That way, I can try and help you better.'
2026-07-17 21:11:03 | INFO     | llm | get_response took 2.13s
2026-07-17 21:11:05 | INFO     | tts | synthesize took 2.01s
2026-07-17 21:11:17 | INFO     | tts | play_audio took 11.33s
2026-07-17 21:11:17 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:11:20 | INFO     | assistant | Assistant stopped via KeyboardInterrupt.
2026-07-17 21:14:23 | INFO     | speech | Loading Whisper model 'small'...
2026-07-17 21:20:58 | INFO     | speech | Whisper model loaded.
2026-07-17 21:20:58 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:21:05 | INFO     | tts | Piper voice loaded.
2026-07-17 21:21:06 | INFO     | assistant | Assistant initialized.
2026-07-17 21:21:06 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:21:15 | INFO     | speech | Silence detected, stopping after 9.0s.
2026-07-17 21:21:16 | INFO     | speech | Recording finished.
2026-07-17 21:21:16 | INFO     | speech | record_audio took 9.68s
2026-07-17 21:21:19 | INFO     | speech | Transcription: 'You' (lang confidence: 1.00)
2026-07-17 21:21:19 | INFO     | speech | transcribe took 3.42s
2026-07-17 21:21:19 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'You'
2026-07-17 21:21:21 | INFO     | llm | Ollama response: 'I'm here to help with any questions or tasks you'd like assistance with. What's on your mind?'
2026-07-17 21:21:21 | INFO     | llm | get_response took 2.01s
2026-07-17 21:21:23 | INFO     | tts | synthesize took 1.64s
2026-07-17 21:21:28 | INFO     | tts | play_audio took 5.54s
2026-07-17 21:21:28 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:21:31 | INFO     | speech | Silence detected, stopping after 2.3s.
2026-07-17 21:21:31 | INFO     | speech | Recording finished.
2026-07-17 21:21:31 | INFO     | speech | record_audio took 3.31s
2026-07-17 21:21:35 | INFO     | speech | Transcription: 'What is my 2kondria?' (lang confidence: 1.00)
2026-07-17 21:21:35 | INFO     | speech | transcribe took 3.27s
2026-07-17 21:21:35 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is my 2kondria?'
2026-07-17 21:21:37 | INFO     | llm | Ollama response: 'I'm happy to help you with that, but I have to say, I've never heard of "2kondria" before - could you please tell me where you got that term from or what it might refer to?'
2026-07-17 21:21:37 | INFO     | llm | get_response took 2.76s
2026-07-17 21:21:39 | INFO     | tts | synthesize took 1.55s
2026-07-17 21:21:48 | INFO     | tts | play_audio took 9.17s
2026-07-17 21:21:48 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:21:52 | INFO     | speech | Silence detected, stopping after 3.1s.
2026-07-17 21:21:52 | INFO     | speech | Recording finished.
2026-07-17 21:21:52 | INFO     | speech | record_audio took 4.02s
2026-07-17 21:21:56 | INFO     | speech | Transcription: 'What is mitochondria?' (lang confidence: 1.00)
2026-07-17 21:21:56 | INFO     | speech | transcribe took 3.42s
2026-07-17 21:21:56 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is mitochondria?'
2026-07-17 21:21:58 | INFO     | llm | Ollama response: 'Mitochondria are tiny energy-producing structures found inside the cells of most living things, including humans. They're often called the powerhouses because they generate energy for the cell through a process called cellular respiration.'
2026-07-17 21:21:58 | INFO     | llm | get_response took 2.07s
2026-07-17 21:22:00 | INFO     | tts | synthesize took 1.93s
2026-07-17 21:22:14 | INFO     | tts | play_audio took 14.17s
2026-07-17 21:22:14 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:22:19 | INFO     | speech | Silence detected, stopping after 4.8s.
2026-07-17 21:22:19 | INFO     | speech | Recording finished.
2026-07-17 21:22:19 | INFO     | speech | record_audio took 5.42s
2026-07-17 21:22:23 | INFO     | speech | Transcription: 'okay what is the weather of' (lang confidence: 1.00)
2026-07-17 21:22:23 | INFO     | speech | transcribe took 3.56s
2026-07-17 21:22:23 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'okay what is the weather of'
2026-07-17 21:22:25 | INFO     | llm | Ollama response: 'I'm happy to help you with that, but I need to know which place's weather you're looking for - could you please tell me where that is? Is it a city, state, or country?'
2026-07-17 21:22:25 | INFO     | llm | get_response took 2.31s
2026-07-17 21:22:27 | INFO     | tts | synthesize took 1.70s
2026-07-17 21:22:36 | INFO     | tts | play_audio took 8.86s
2026-07-17 21:22:36 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:22:39 | INFO     | speech | Silence detected, stopping after 3.3s.
2026-07-17 21:22:40 | INFO     | speech | Recording finished.
2026-07-17 21:22:40 | INFO     | speech | record_audio took 3.93s
2026-07-17 21:22:43 | INFO     | speech | Transcription: 'Tell me what?' (lang confidence: 1.00)
2026-07-17 21:22:43 | INFO     | speech | transcribe took 3.44s
2026-07-17 21:22:43 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Tell me what?'
2026-07-17 21:22:45 | INFO     | llm | Ollama response: 'I'd be happy to help you with something! Can you please tell me what's on your mind or what kind of information are you looking for?'
2026-07-17 21:22:45 | INFO     | llm | get_response took 1.86s
2026-07-17 21:22:46 | INFO     | tts | synthesize took 1.37s
2026-07-17 21:22:53 | INFO     | tts | play_audio took 7.20s
2026-07-17 21:22:53 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:22:56 | INFO     | speech | Silence detected, stopping after 2.2s.
2026-07-17 21:22:56 | INFO     | speech | Recording finished.
2026-07-17 21:22:56 | INFO     | speech | record_audio took 2.79s
2026-07-17 21:22:59 | INFO     | speech | Transcription: 'Goodbye.' (lang confidence: 1.00)
2026-07-17 21:22:59 | INFO     | speech | transcribe took 3.11s
2026-07-17 21:23:00 | INFO     | tts | synthesize took 0.24s
2026-07-17 21:23:02 | INFO     | tts | play_audio took 2.52s
2026-07-17 21:23:02 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 21:27:11 | INFO     | speech | Loading Whisper model 'small'...
2026-07-17 21:27:13 | INFO     | speech | Whisper model loaded.
2026-07-17 21:27:13 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-amy-medium.onnx...
2026-07-17 21:27:19 | INFO     | speech | Loading Whisper model 'small'...
2026-07-17 21:27:21 | INFO     | speech | Whisper model loaded.
2026-07-17 21:27:21 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-amy-medium.onnx...
2026-07-17 21:32:54 | INFO     | speech | Loading Whisper model 'small'...
2026-07-17 21:32:55 | INFO     | speech | Whisper model loaded.
2026-07-17 21:32:56 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-amy-medium.onnx...
2026-07-17 21:32:57 | INFO     | tts | Piper voice loaded.
2026-07-17 21:32:58 | INFO     | assistant | Assistant initialized.
2026-07-17 21:32:58 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:33:00 | INFO     | speech | Silence detected, stopping after 2.4s.
2026-07-17 21:33:01 | INFO     | speech | Recording finished.
2026-07-17 21:33:01 | INFO     | speech | record_audio took 3.11s
2026-07-17 21:33:04 | INFO     | speech | Transcription: 'Hello, how are you?' (lang confidence: 1.00)
2026-07-17 21:33:04 | INFO     | speech | transcribe took 3.48s
2026-07-17 21:33:04 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Hello, how are you?'
2026-07-17 21:33:07 | INFO     | llm | Ollama response: 'I'm doing well, thanks for asking! I'm here to help with any questions or tasks you have, so feel free to chat with me about anything that's on your mind.'
2026-07-17 21:33:07 | INFO     | llm | get_response took 2.67s
2026-07-17 21:33:09 | INFO     | tts | synthesize took 1.89s
2026-07-17 21:33:20 | INFO     | tts | play_audio took 10.76s
2026-07-17 21:33:20 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:33:26 | INFO     | speech | Silence detected, stopping after 6.1s.
2026-07-17 21:33:26 | INFO     | speech | Recording finished.
2026-07-17 21:33:26 | INFO     | speech | record_audio took 6.86s
2026-07-17 21:33:30 | INFO     | speech | Transcription: 'Okay, what's the weather with her?' (lang confidence: 1.00)
2026-07-17 21:33:30 | INFO     | speech | transcribe took 3.35s
2026-07-17 21:33:30 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Okay, what's the weather with her?'
2026-07-17 21:33:32 | INFO     | llm | Ollama response: 'I'm happy to help you, but I need to know who "her" is - are you referring to a specific person, like a friend or family member, or perhaps someone else entirely?'
2026-07-17 21:33:32 | INFO     | llm | get_response took 2.55s
2026-07-17 21:33:34 | INFO     | tts | synthesize took 1.81s
2026-07-17 21:33:45 | INFO     | assistant | Assistant stopped via KeyboardInterrupt.
2026-07-17 21:39:15 | INFO     | speech | Loading Whisper model 'tiny'...
2026-07-17 21:39:16 | INFO     | speech | Whisper model loaded.
2026-07-17 21:39:16 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:39:18 | INFO     | tts | Piper voice loaded.
2026-07-17 21:39:19 | INFO     | assistant | Assistant initialized.
2026-07-17 21:39:19 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:39:23 | INFO     | speech | Silence detected, stopping after 3.3s.
2026-07-17 21:39:23 | INFO     | speech | Recording finished.
2026-07-17 21:39:23 | INFO     | speech | record_audio took 4.00s
2026-07-17 21:39:23 | INFO     | speech | Transcription: 'What is my two country?' (lang confidence: 1.00)
2026-07-17 21:39:23 | INFO     | speech | transcribe took 0.60s
2026-07-17 21:39:23 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is my two country?'
2026-07-17 21:39:26 | INFO     | llm | Ollama response: 'Sorry I don't have any information about you having a two-country citizenship. Could you be thinking of your dual nationality? That's when you hold citizenship in more than one country, often due to birth or residency.'
2026-07-17 21:39:26 | INFO     | llm | get_response took 2.70s
2026-07-17 21:39:28 | INFO     | tts | synthesize took 1.70s
2026-07-17 21:39:40 | INFO     | tts | play_audio took 12.36s
2026-07-17 21:39:40 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:39:47 | INFO     | speech | Silence detected, stopping after 6.0s.
2026-07-17 21:39:47 | INFO     | speech | Recording finished.
2026-07-17 21:39:47 | INFO     | speech | record_audio took 6.96s
2026-07-17 21:39:48 | INFO     | speech | Transcription: 'What is 66 plus 78?' (lang confidence: 1.00)
2026-07-17 21:39:48 | INFO     | speech | transcribe took 0.73s
2026-07-17 21:39:48 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is 66 plus 78?'
2026-07-17 21:39:49 | INFO     | llm | Ollama response: 'That's easy! Sixty-six plus seventy-eight equals one hundred forty-four.'
2026-07-17 21:39:49 | INFO     | llm | get_response took 1.46s
2026-07-17 21:39:50 | INFO     | tts | synthesize took 0.84s
2026-07-17 21:39:55 | INFO     | tts | play_audio took 4.84s
2026-07-17 21:39:55 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:39:58 | INFO     | speech | Silence detected, stopping after 2.8s.
2026-07-17 21:39:58 | INFO     | speech | Recording finished.
2026-07-17 21:39:58 | INFO     | speech | record_audio took 3.37s
2026-07-17 21:39:59 | INFO     | speech | Transcription: 'Good bye.' (lang confidence: 1.00)
2026-07-17 21:39:59 | INFO     | speech | transcribe took 0.80s
2026-07-17 21:40:00 | INFO     | tts | synthesize took 0.47s
2026-07-17 21:40:02 | INFO     | tts | play_audio took 2.75s
2026-07-17 21:40:02 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 21:42:51 | INFO     | speech | Loading Whisper model 'tiny'...
2026-07-17 21:42:52 | INFO     | speech | Whisper model loaded.
2026-07-17 21:42:53 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:42:54 | INFO     | tts | Piper voice loaded.
2026-07-17 21:42:55 | INFO     | assistant | Assistant initialized.
2026-07-17 21:42:55 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:43:01 | INFO     | speech | Silence detected, stopping after 5.5s.
2026-07-17 21:43:01 | INFO     | speech | Recording finished.
2026-07-17 21:43:01 | INFO     | speech | record_audio took 6.01s
2026-07-17 21:43:01 | INFO     | speech | Transcription: 'What is my 2conryer?' (lang confidence: 1.00)
2026-07-17 21:43:01 | INFO     | speech | transcribe took 0.65s
2026-07-17 21:43:01 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is my 2conryer?'
2026-07-17 21:43:04 | INFO     | llm | Ollama response: 'I think you might be thinking of "your core," but I'm not sure what you'd refer to as that in a computer! It's possible you meant the CPU, or central processing unit, which is the brain of your computer.'
2026-07-17 21:43:04 | INFO     | llm | get_response took 3.03s
2026-07-17 21:43:06 | ERROR    | tts | TTS failed: # channels not specified
2026-07-17 21:43:06 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:43:12 | INFO     | speech | Silence detected, stopping after 5.7s.
2026-07-17 21:43:12 | INFO     | speech | Recording finished.
2026-07-17 21:43:12 | INFO     | speech | record_audio took 6.41s
2026-07-17 21:43:13 | INFO     | speech | Transcription: 'What is my to-countryer?' (lang confidence: 1.00)
2026-07-17 21:43:13 | INFO     | speech | transcribe took 0.59s
2026-07-17 21:43:13 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is my to-countryer?'
2026-07-17 21:43:15 | INFO     | llm | Ollama response: 'I couldn't find any information on someone with that name. Could you please provide more context or details about who your "to-countryer" is? That way, I can try to help you better.'
2026-07-17 21:43:15 | INFO     | llm | get_response took 2.35s
2026-07-17 21:43:17 | INFO     | tts | synthesize took 1.72s
2026-07-17 21:43:27 | INFO     | tts | play_audio took 10.46s
2026-07-17 21:43:27 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:43:33 | INFO     | speech | Silence detected, stopping after 5.1s.
2026-07-17 21:43:33 | INFO     | speech | Recording finished.
2026-07-17 21:43:33 | INFO     | speech | record_audio took 5.99s
2026-07-17 21:43:34 | INFO     | speech | Transcription: 'What is mitochondria?' (lang confidence: 1.00)
2026-07-17 21:43:34 | INFO     | speech | transcribe took 0.60s
2026-07-17 21:43:34 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is mitochondria?'
2026-07-17 21:43:36 | INFO     | llm | Ollama response: 'Mitochondria are tiny powerhouses inside our cells that generate energy for the body through a process called cellular respiration. They're basically the batteries that keep our cells running smoothly!'
2026-07-17 21:43:36 | INFO     | llm | get_response took 1.93s
2026-07-17 21:43:38 | INFO     | tts | synthesize took 1.79s
2026-07-17 21:43:49 | INFO     | tts | play_audio took 11.92s
2026-07-17 21:43:49 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:43:52 | INFO     | speech | Silence detected, stopping after 2.4s.
2026-07-17 21:43:53 | INFO     | speech | Recording finished.
2026-07-17 21:43:53 | INFO     | speech | record_audio took 3.04s
2026-07-17 21:43:53 | INFO     | speech | Transcription: 'Bye-bye!' (lang confidence: 1.00)
2026-07-17 21:43:53 | INFO     | speech | transcribe took 0.55s
2026-07-17 21:43:53 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Bye-bye!'
2026-07-17 21:43:55 | INFO     | llm | Ollama response: 'It was nice chatting with you. I'll be here when you're ready to talk again!'
2026-07-17 21:43:55 | INFO     | llm | get_response took 1.47s
2026-07-17 21:43:56 | INFO     | tts | synthesize took 1.31s
2026-07-17 21:44:00 | INFO     | tts | play_audio took 4.55s
2026-07-17 21:44:00 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:44:05 | INFO     | speech | Silence detected, stopping after 4.0s.
2026-07-17 21:44:05 | INFO     | speech | Recording finished.
2026-07-17 21:44:05 | INFO     | speech | record_audio took 4.99s
2026-07-17 21:44:06 | INFO     | speech | Transcription: 'Bye.' (lang confidence: 1.00)
2026-07-17 21:44:06 | INFO     | speech | transcribe took 0.68s
2026-07-17 21:44:07 | INFO     | tts | synthesize took 0.43s
2026-07-17 21:44:09 | INFO     | tts | play_audio took 2.69s
2026-07-17 21:44:09 | INFO     | assistant | Assistant stopped via exit phrase.
2026-07-17 21:53:47 | INFO     | speech | Loading Whisper model 'tiny'...
2026-07-17 21:53:49 | INFO     | speech | Whisper model loaded.
2026-07-17 21:53:50 | INFO     | tts | Loading Piper voice from C:\AI-Assistant\voices\en_US-lessac-medium.onnx...
2026-07-17 21:53:52 | INFO     | tts | Piper voice loaded.
2026-07-17 21:53:53 | INFO     | assistant | Assistant initialized.
2026-07-17 21:53:53 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:53:59 | INFO     | speech | Silence detected, stopping after 5.1s.
2026-07-17 21:53:59 | INFO     | speech | Recording finished.
2026-07-17 21:53:59 | INFO     | speech | record_audio took 5.78s
2026-07-17 21:53:59 | INFO     | speech | Transcription: 'What is the capital of Australia?' (lang confidence: 1.00)
2026-07-17 21:53:59 | INFO     | speech | transcribe took 0.51s
2026-07-17 21:53:59 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is the capital of Australia?'
2026-07-17 21:54:01 | INFO     | llm | Ollama response: 'That's an easy one! The capital of Australia is Canberra.'
2026-07-17 21:54:01 | INFO     | llm | get_response took 1.82s
2026-07-17 21:54:01 | INFO     | tts | synthesize took 0.38s
2026-07-17 21:54:05 | INFO     | tts | play_audio took 3.97s
2026-07-17 21:54:05 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:54:11 | INFO     | speech | Silence detected, stopping after 4.8s.
2026-07-17 21:54:11 | INFO     | speech | Recording finished.
2026-07-17 21:54:11 | INFO     | speech | record_audio took 6.05s
2026-07-17 21:54:12 | WARNING  | speech | Transcription returned empty text.
2026-07-17 21:54:12 | INFO     | speech | transcribe took 0.58s
2026-07-17 21:54:12 | INFO     | fallback | No speech detected, using fallback phrase.
2026-07-17 21:54:12 | INFO     | tts | synthesize took 0.23s
2026-07-17 21:54:16 | INFO     | tts | play_audio took 3.84s
2026-07-17 21:54:16 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:54:20 | INFO     | speech | Silence detected, stopping after 3.3s.
2026-07-17 21:54:21 | INFO     | speech | Recording finished.
2026-07-17 21:54:21 | INFO     | speech | record_audio took 4.36s
2026-07-17 21:54:21 | INFO     | speech | Transcription: 'What is the capital of India?' (lang confidence: 1.00)
2026-07-17 21:54:21 | INFO     | speech | transcribe took 0.43s
2026-07-17 21:54:21 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'What is the capital of India?'
2026-07-17 21:54:23 | INFO     | llm | Ollama response: 'That would be New Delhi, by the way. It's also home to many historic landmarks like the Red Fort and India Gate.'
2026-07-17 21:54:23 | INFO     | llm | get_response took 1.58s
2026-07-17 21:54:23 | INFO     | tts | synthesize took 0.43s
2026-07-17 21:54:30 | INFO     | tts | play_audio took 7.13s
2026-07-17 21:54:30 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:54:36 | INFO     | speech | Silence detected, stopping after 4.9s.
2026-07-17 21:54:36 | INFO     | speech | Recording finished.
2026-07-17 21:54:36 | INFO     | speech | record_audio took 5.70s
2026-07-17 21:54:36 | INFO     | speech | Transcription: 'Who invented a telescope?' (lang confidence: 1.00)
2026-07-17 21:54:36 | INFO     | speech | transcribe took 0.39s
2026-07-17 21:54:36 | INFO     | llm | Sending to Ollama (llama3.2:3b): 'Who invented a telescope?'
2026-07-17 21:54:39 | INFO     | llm | Ollama response: 'The invention of the first practical telescope is often credited to Hans Lippershey, a Dutch spectacle maker, in 1608. However, Galileo Galilei improved upon this design and made some significant contributions to our understanding of the universe using his own telescope around 1610.'
2026-07-17 21:54:39 | INFO     | llm | get_response took 2.59s
2026-07-17 21:54:40 | INFO     | tts | synthesize took 1.05s
2026-07-17 21:54:59 | INFO     | tts | play_audio took 19.20s
2026-07-17 21:54:59 | INFO     | speech | Listening... speak now (will stop automatically when you pause).
2026-07-17 21:55:04 | INFO     | speech | Silence detected, stopping after 3.7s.
